data1,data2,data3,data4,data5,data6,data7,data8
2A,73,04,64,EA,FF,07,00
32,73,04,64,E8,FF,08,00
3A,73,04,64,E7,FF,08,00
42,73,04,64,E6,FF,08,00
4A,73,04,64,E5,FF,08,00
52,73,04,64,E1,FF,0B,00
5A,73,04,64,E0,FF,0B,00
62,73,04,64,DF,FF,0B,00
6A,73,04,64,DE,FF,0B,00
72,73,04,64,DC,FF,0C,00
7A,73,04,64,DB,FF,0C,00
02,73,04,64,E9,FF,0D,00
0A,73,04,64,E8,FF,0D,00
12,73,04,64,E6,FF,0E,00
1A,73,04,64,E5,FF,0E,00
22,73,04,64,E3,FF,0F,00
2A,73,04,64,E2,FF,0F,00
32,73,04,64,E1,FF,0F,00
3A,73,04,64,E0,FF,0F,00
42,73,04,64,DE,FF,10,00
4A,73,04,64,DD,FF,10,00
52,73,04,64,DE,FF,0E,00
5A,73,04,64,DD,FF,0E,00
62,73,04,64,DB,FF,0F,00
6A,73,04,64,DA,FF,0F,00
72,73,04,64,DA,FF,0E,00
7A,73,04,64,D9,FF,0E,00
02,73,04,64,E8,FF,0E,00
0A,73,04,64,E7,FF,0E,00
12,73,04,64,E8,FF,0C,00
1A,73,04,64,E7,FF,0C,00
22,73,04,64,E7,FF,0B,00
2A,73,04,64,E6,FF,0B,00
32,73,04,64,E5,FF,0B,00
3A,73,04,64,E4,FF,0B,00
42,73,04,64,E5,FF,09,00
4A,73,04,64,E4,FF,09,00
62,73,04,64,E0,FF,0A,00
6A,73,04,64,DF,FF,0A,00
72,73,04,64,DF,FF,09,00
7A,73,04,64,DE,FF,09,00
02,73,04,64,EC,FF,0A,00
0A,73,04,64,EB,FF,0A,00
12,73,04,64,EB,FF,09,00
1A,73,04,64,EA,FF,09,00
42,73,04,64,E1,FF,0D,00
4A,73,04,64,E0,FF,0D,00
52,73,04,64,DF,FF,0D,00
5A,73,04,64,DE,FF,0D,00
62,73,04,64,DC,FF,0E,00
6A,73,04,64,DB,FF,0E,00
72,73,04,64,D9,FF,0F,00
7A,73,04,64,D8,FF,0F,00
02,73,04,64,E5,FF,11,00
0A,73,04,64,E4,FF,11,00
12,73,04,64,E2,FF,12,00
1A,73,04,64,E1,FF,12,00
22,73,04,64,E0,FF,12,00
2A,73,04,64,DF,FF,12,00
32,73,04,64,DB,FF,15,00
3A,73,04,64,DA,FF,15,00
42,73,04,64,DA,FF,14,00
4A,73,04,64,D9,FF,14,00
52,73,04,64,D8,FF,14,00
5A,73,04,64,D7,FF,14,00
62,73,04,64,D5,FF,15,00
6A,73,04,64,D4,FF,15,00
72,73,04,64,D2,FF,16,00
7A,73,04,64,D1,FF,16,00
02,73,04,64,E1,FF,15,00
0A,73,04,64,E0,FF,15,00
12,73,04,64,DF,FF,15,00
1A,73,04,64,DE,FF,15,00
22,73,04,64,DC,FF,16,00
2A,73,04,64,DB,FF,16,00
42,73,04,64,D9,FF,15,00
4A,73,04,64,D8,FF,15,00
52,73,04,64,D6,FF,16,00
5A,73,04,64,D5,FF,16,00
62,73,04,64,D6,FF,14,00
6A,73,04,64,D5,FF,14,00
12,73,04,64,DD,FF,17,00
1A,73,04,64,DC,FF,17,00
22,73,04,64,DA,FF,18,00
2A,73,04,64,D9,FF,18,00
32,73,04,64,D8,FF,18,00
3A,73,04,64,D7,FF,18,00
42,73,04,64,D5,FF,19,00
4A,73,04,64,D4,FF,19,00
52,73,04,64,D3,FF,19,00
5A,73,04,64,D2,FF,19,00
62,73,04,64,D1,FF,19,00
6A,73,04,64,D0,FF,19,00
72,73,04,64,CE,FF,1A,00
7A,73,04,64,CD,FF,1A,00
02,73,04,64,DB,FF,1B,00
0A,73,04,64,DA,FF,1B,00
12,73,04,64,D9,FF,1B,00
1A,73,04,64,D8,FF,1B,00
22,73,04,64,D5,FF,1D,00
2A,73,04,64,D4,FF,1D,00
32,73,04,64,D5,FF,1B,00
3A,73,04,64,D4,FF,1B,00
42,73,04,64,D3,FF,1B,00
4A,73,04,64,D2,FF,1B,00
52,73,04,64,D0,FF,1C,00
5A,73,04,64,CF,FF,1C,00
62,73,04,64,D0,FF,1A,00
6A,73,04,64,CF,FF,1A,00
02,73,04,64,DD,FF,19,00
0A,73,04,64,DC,FF,19,00
12,73,04,64,DA,FF,1A,00
1A,73,04,64,D9,FF,1A,00
42,73,04,64,D6,FF,18,00
4A,73,04,64,D5,FF,18,00
52,73,04,64,D4,FF,18,00
5A,73,04,64,D3,FF,18,00
72,73,04,64,D0,FF,18,00
7A,73,04,64,CF,FF,18,00
12,73,04,64,D8,FF,1C,00
1A,73,04,64,D7,FF,1C,00
22,73,04,64,D6,FF,1C,00
2A,73,04,64,D5,FF,1C,00
32,73,04,64,D0,FF,20,00
3A,73,04,64,CF,FF,20,00
42,73,04,64,CD,FF,21,00
4A,73,04,64,CC,FF,21,00
52,73,04,64,CA,FF,22,00
5A,73,04,64,C9,FF,22,00
62,73,04,64,C7,FF,23,00
6A,73,04,64,C6,FF,23,00
72,73,04,64,C3,FF,25,00
7A,73,04,64,C2,FF,25,00
02,73,04,64,D0,FF,26,00
0A,73,04,64,CF,FF,26,00
12,73,04,64,CD,FF,27,00
1A,73,04,64,CC,FF,27,00
22,73,04,64,CA,FF,28,00
2A,73,04,64,C9,FF,28,00
32,73,04,64,C8,FF,28,00
3A,73,04,64,C7,FF,28,00
42,73,04,64,C5,FF,29,00
4A,73,04,64,C4,FF,29,00
52,73,04,64,C3,FF,29,00
5A,73,04,64,C2,FF,29,00
62,73,04,64,C2,FF,28,00
6A,73,04,64,C1,FF,28,00
72,73,04,64,C2,FF,26,00
7A,73,04,64,C1,FF,26,00
02,73,04,64,CF,FF,27,00
0A,73,04,64,CE,FF,27,00
12,73,04,64,D0,FF,24,00
1A,73,04,64,CF,FF,24,00
22,73,04,64,CE,FF,24,00
2A,73,04,64,CD,FF,24,00
32,73,04,64,CC,FF,24,00
3A,73,04,64,CB,FF,24,00
42,73,04,64,CB,FF,23,00
4A,73,04,64,CA,FF,23,00
52,73,04,64,C9,FF,23,00
5A,73,04,64,C8,FF,23,00
62,73,04,64,C9,FF,21,00
6A,73,04,64,C8,FF,21,00
72,73,04,64,C6,FF,22,00
7A,73,04,64,C5,FF,22,00
02,73,04,64,D4,FF,22,00
0A,73,04,64,D3,FF,22,00
12,73,04,64,D3,FF,21,00
1A,73,04,64,D2,FF,21,00
22,73,04,64,D0,FF,22,00
2A,73,04,64,CF,FF,22,00
32,73,04,64,CF,FF,21,00
3A,73,04,64,CE,FF,21,00
42,73,04,64,CC,FF,22,00
4A,73,04,64,CB,FF,22,00
72,73,04,64,C5,FF,23,00
7A,73,04,64,C4,FF,23,00
02,73,04,64,D2,FF,24,00
0A,73,04,64,D1,FF,24,00
12,73,04,64,CF,FF,25,00
1A,73,04,64,CE,FF,25,00
22,73,04,64,CD,FF,25,00
2A,73,04,64,CC,FF,25,00
32,73,04,64,CA,FF,26,00
3A,73,04,64,C9,FF,26,00
42,73,04,64,C8,FF,26,00
4A,73,04,64,C7,FF,26,00
52,73,04,64,C6,FF,26,00
5A,73,04,64,C5,FF,26,00
62,73,04,64,C3,FF,27,00
6A,73,04,64,C2,FF,27,00
72,73,04,64,C1,FF,27,00
7A,73,04,64,C0,FF,27,00
42,73,04,64,C4,FF,2A,00
4A,73,04,64,C3,FF,2A,00
52,73,04,64,C2,FF,2A,00
5A,73,04,64,C1,FF,2A,00
62,73,04,64,BF,FF,2B,00
6A,73,04,64,BE,FF,2B,00
72,73,04,64,BC,FF,2C,00
7A,73,04,64,BB,FF,2C,00
02,73,04,64,CA,FF,2C,00
0A,73,04,64,C9,FF,2C,00
12,73,04,64,C7,FF,2D,00
1A,73,04,64,C6,FF,2D,00
22,73,04,64,C5,FF,2D,00
2A,73,04,64,C4,FF,2D,00
32,73,04,64,C3,FF,2D,00
3A,73,04,64,C2,FF,2D,00
42,73,04,64,C1,FF,2D,00
4A,73,04,64,C0,FF,2D,00
52,73,04,64,BE,FF,2E,00
5A,73,04,64,BD,FF,2E,00
62,73,04,64,BC,FF,2E,00
6A,73,04,64,BB,FF,2E,00
72,73,04,64,B9,FF,2F,00
7A,73,04,64,B8,FF,2F,00
02,73,04,64,C6,FF,30,00
0A,73,04,64,C5,FF,30,00
22,73,04,64,C4,FF,2E,00
2A,73,04,64,C3,FF,2E,00
42,73,04,64,C2,FF,2C,00
4A,73,04,64,C1,FF,2C,00
52,73,04,64,C1,FF,2B,00
5A,73,04,64,C0,FF,2B,00
72,73,04,64,BE,FF,2A,00
7A,73,04,64,BD,FF,2A,00
02,73,04,64,CD,FF,29,00
0A,73,04,64,CC,FF,29,00
12,73,04,64,CA,FF,2A,00
1A,73,04,64,C9,FF,2A,00
22,73,04,64,C8,FF,2A,00
2A,73,04,64,C7,FF,2A,00
32,73,04,64,C5,FF,2B,00
3A,73,04,64,C4,FF,2B,00
42,73,04,64,C3,FF,2B,00
4A,73,04,64,C2,FF,2B,00
52,73,04,64,C0,FF,2C,00
5A,73,04,64,BF,FF,2C,00
62,73,04,64,BD,FF,2D,00
6A,73,04,64,BC,FF,2D,00
72,73,04,64,BA,FF,2E,00
7A,73,04,64,B9,FF,2E,00
02,73,04,64,C7,FF,2F,00
0A,73,04,64,C6,FF,2F,00
12,73,04,64,C4,FF,30,00
1A,73,04,64,C3,FF,30,00
22,73,04,64,C1,FF,31,00
2A,73,04,64,C0,FF,31,00
32,73,04,64,BF,FF,31,00
3A,73,04,64,BE,FF,31,00
42,73,04,64,BB,FF,33,00
4A,73,04,64,BA,FF,33,00
52,73,04,64,B8,FF,34,00
5A,73,04,64,B7,FF,34,00
62,73,04,64,B4,FF,36,00
6A,73,04,64,B3,FF,36,00
72,73,04,64,B2,FF,36,00
7A,73,04,64,B1,FF,36,00
02,73,04,64,C1,FF,35,00
0A,73,04,64,C0,FF,35,00
12,73,04,64,BE,FF,36,00
1A,73,04,64,BD,FF,36,00
22,73,04,64,BC,FF,36,00
2A,73,04,64,BB,FF,36,00
32,73,04,64,BB,FF,35,00
3A,73,04,64,BA,FF,35,00
52,73,04,64,B7,FF,35,00
5A,73,04,64,B6,FF,35,00
62,73,04,64,B8,FF,32,00
6A,73,04,64,B7,FF,32,00
72,73,04,64,B6,FF,32,00
7A,73,04,64,B5,FF,32,00
02,73,04,64,C3,FF,33,00
0A,73,04,64,C2,FF,33,00
12,73,04,64,C1,FF,33,00
1A,73,04,64,C0,FF,33,00
22,73,04,64,BE,FF,34,00
2A,73,04,64,BD,FF,34,00
32,73,04,64,BD,FF,33,00
3A,73,04,64,BC,FF,33,00
62,73,04,64,B5,FF,35,00
6A,73,04,64,B4,FF,35,00
72,73,04,64,B3,FF,35,00
7A,73,04,64,B2,FF,35,00
22,73,04,64,BB,FF,37,00
2A,73,04,64,BA,FF,37,00
32,73,04,64,B9,FF,37,00
3A,73,04,64,B8,FF,37,00
42,73,04,64,B5,FF,39,00
4A,73,04,64,B4,FF,39,00
52,73,04,64,B1,FF,3B,00
5A,73,04,64,B0,FF,3B,00
62,73,04,64,B1,FF,39,00
6A,73,04,64,B0,FF,39,00
72,73,04,64,AF,FF,39,00
7A,73,04,64,AE,FF,39,00
02,73,04,64,BB,FF,3B,00
0A,73,04,64,BA,FF,3B,00
12,73,04,64,B9,FF,3B,00
1A,73,04,64,B8,FF,3B,00
22,73,04,64,B9,FF,39,00
2A,73,04,64,B8,FF,39,00
32,73,04,64,B7,FF,39,00
3A,73,04,64,B6,FF,39,00
42,73,04,64,B6,FF,38,00
4A,73,04,64,B5,FF,38,00
52,73,04,64,B6,FF,36,00
5A,73,04,64,B5,FF,36,00
62,73,04,64,B2,FF,38,00
6A,73,04,64,B1,FF,38,00
02,73,04,64,BE,FF,38,00
0A,73,04,64,BD,FF,38,00
12,73,04,64,BB,FF,39,00
1A,73,04,64,BA,FF,39,00
22,73,04,64,BA,FF,38,00
2A,73,04,64,B9,FF,38,00
32,73,04,64,B6,FF,3A,00
3A,73,04,64,B5,FF,3A,00
52,73,04,64,B2,FF,3A,00
5A,73,04,64,B1,FF,3A,00
72,73,04,64,AE,FF,3A,00
7A,73,04,64,AD,FF,3A,00
02,73,04,64,BC,FF,3A,00
0A,73,04,64,BB,FF,3A,00
22,73,04,64,B5,FF,3D,00
2A,73,04,64,B4,FF,3D,00
32,73,04,64,B4,FF,3C,00
3A,73,04,64,B3,FF,3C,00
42,73,04,64,AE,FF,40,00
4A,73,04,64,AD,FF,40,00
52,73,04,64,AD,FF,3F,00
5A,73,04,64,AC,FF,3F,00
62,73,04,64,AB,FF,3F,00
6A,73,04,64,AA,FF,3F,00
72,73,04,64,A8,FF,40,00
7A,73,04,64,A7,FF,40,00
02,73,04,64,B7,FF,3F,00
0A,73,04,64,B6,FF,3F,00
12,73,04,64,B5,FF,3F,00
1A,73,04,64,B4,FF,3F,00
22,73,04,64,B3,FF,3F,00
2A,73,04,64,B2,FF,3F,00
32,73,04,64,B2,FF,3E,00
3A,73,04,64,B1,FF,3E,00
42,73,04,64,B0,FF,3E,00
4A,73,04,64,AF,FF,3E,00
52,73,04,64,AC,FF,40,00
5A,73,04,64,AB,FF,40,00
62,73,04,64,AC,FF,3E,00
6A,73,04,64,AB,FF,3E,00
72,73,04,64,A7,FF,41,00
7A,73,04,64,A6,FF,41,00
02,73,04,64,B6,FF,40,00
0A,73,04,64,B5,FF,40,00
12,73,04,64,B4,FF,40,00
1A,73,04,64,B3,FF,40,00
22,73,04,64,B2,FF,40,00
2A,73,04,64,B1,FF,40,00
32,73,04,64,AF,FF,41,00
3A,73,04,64,AE,FF,41,00
42,73,04,64,AD,FF,41,00
4A,73,04,64,AC,FF,41,00
52,73,04,64,AB,FF,41,00
5A,73,04,64,AA,FF,41,00
62,73,04,64,A9,FF,41,00
6A,73,04,64,A8,FF,41,00
02,73,04,64,B3,FF,43,00
0A,73,04,64,B2,FF,43,00
12,73,04,64,B2,FF,42,00
1A,73,04,64,B1,FF,42,00
22,73,04,64,AE,FF,44,00
2A,73,04,64,AD,FF,44,00
32,73,04,64,AC,FF,44,00
3A,73,04,64,AB,FF,44,00
42,73,04,64,AB,FF,43,00
4A,73,04,64,AA,FF,43,00
52,73,04,64,A9,FF,43,00
5A,73,04,64,A8,FF,43,00
62,73,04,64,A7,FF,43,00
6A,73,04,64,A6,FF,43,00
72,73,04,64,A6,FF,42,00
7A,73,04,64,A5,FF,42,00
02,73,04,64,B5,FF,41,00
0A,73,04,64,B4,FF,41,00
12,73,04,64,B3,FF,41,00
1A,73,04,64,B2,FF,41,00
32,73,04,64,B0,FF,40,00
3A,73,04,64,AF,FF,40,00
62,73,04,64,A8,FF,42,00
6A,73,04,64,A7,FF,42,00
02,73,04,64,B4,FF,42,00
0A,73,04,64,B3,FF,42,00
12,73,04,64,B1,FF,43,00
1A,73,04,64,B0,FF,43,00
22,73,04,64,AF,FF,43,00
2A,73,04,64,AE,FF,43,00
32,73,04,64,AD,FF,43,00
3A,73,04,64,AC,FF,43,00
52,73,04,64,A8,FF,44,00
5A,73,04,64,A7,FF,44,00
62,73,04,64,A5,FF,45,00
6A,73,04,64,A4,FF,45,00
72,72,04,64,A2,FF,46,00
7A,72,04,64,A1,FF,46,00
02,72,04,64,AF,FF,47,00
0A,72,04,64,AE,FF,47,00
12,72,04,64,AA,FF,4A,00
1A,72,04,64,A9,FF,4A,00
22,72,04,64,A9,FF,49,00
2A,72,04,64,A8,FF,49,00
32,72,04,64,A7,FF,49,00
3A,72,04,64,A6,FF,49,00
42,72,04,64,A5,FF,49,00
4A,72,04,64,A4,FF,49,00
52,72,04,64,A3,FF,49,00
5A,72,04,64,A2,FF,49,00
62,72,04,64,A2,FF,48,00
6A,73,04,64,A1,FF,48,00
72,73,04,64,A1,FF,47,00
7A,73,04,64,A0,FF,47,00
02,73,04,64,AE,FF,48,00
0A,73,04,64,AD,FF,48,00
12,73,04,64,AE,FF,46,00
1A,73,04,64,AD,FF,46,00
22,73,04,64,A9,FF,49,00
2A,73,04,64,A8,FF,49,00
32,73,04,64,A8,FF,48,00
3A,73,04,64,A7,FF,48,00
42,73,04,64,A6,FF,48,00
4A,73,04,64,A5,FF,48,00
52,73,04,64,A4,FF,48,00
5A,73,04,64,A3,FF,48,00
62,73,04,64,A3,FF,47,00
6A,73,04,64,A2,FF,47,00
72,73,04,64,A0,FF,48,00
7A,73,04,64,9F,FF,48,00
12,73,04,64,AD,FF,47,00
1A,73,04,64,AC,FF,47,00
22,73,04,64,AB,FF,47,00
2A,73,04,64,AA,FF,47,00
32,73,04,64,A9,FF,47,00
3A,73,04,64,A8,FF,47,00
52,73,04,64,A3,FF,49,00
5A,73,04,64,A2,FF,49,00
62,73,04,64,A0,FF,4A,00
6A,73,04,64,9F,FF,4A,00
72,73,04,64,9E,FF,4A,00
7A,73,04,64,9D,FF,4A,00
02,73,04,64,A8,FF,4E,00
0A,73,04,64,A7,FF,4E,00
12,73,04,64,A8,FF,4C,00
1A,73,04,64,A7,FF,4C,00
22,73,04,64,A6,FF,4C,00
2A,73,04,64,A5,FF,4C,00
32,73,04,64,A3,FF,4D,00
3A,73,04,64,A2,FF,4D,00
42,73,04,64,A2,FF,4C,00
4A,73,04,64,A1,FF,4C,00
52,73,04,64,A2,FF,4A,00
5A,73,04,64,A1,FF,4A,00
62,73,04,64,9E,FF,4C,00
6A,73,04,64,9D,FF,4C,00
72,73,04,64,9F,FF,49,00
7A,73,04,64,9E,FF,49,00
02,73,04,64,AC,FF,4A,00
0A,73,04,64,AB,FF,4A,00
22,73,04,64,A4,FF,4E,00
2A,73,04,64,A3,FF,4E,00
42,73,04,64,A1,FF,4D,00
4A,73,04,64,A0,FF,4D,00
52,73,04,64,9E,FF,4E,00
5A,73,04,64,9D,FF,4E,00
62,73,04,64,9B,FF,4F,00
6A,73,04,64,9A,FF,4F,00
72,73,04,64,99,FF,4F,00
7A,73,04,64,98,FF,4F,00
02,73,04,64,A7,FF,4F,00
0A,73,04,64,A6,FF,4F,00
12,73,04,64,A4,FF,50,00
1A,73,04,64,A3,FF,50,00
22,73,04,64,A1,FF,51,00
2A,73,04,64,A0,FF,51,00
32,73,04,64,9E,FF,52,00
3A,73,04,64,9D,FF,52,00
42,73,04,64,9A,FF,54,00
4A,73,04,64,99,FF,54,00
52,73,04,64,97,FF,55,00
5A,73,04,64,96,FF,55,00
62,73,04,64,93,FF,57,00
6A,73,04,64,92,FF,57,00
72,73,04,64,92,FF,56,00
7A,73,04,64,91,FF,56,00
02,73,04,64,A1,FF,55,00
0A,73,04,64,A0,FF,55,00
12,73,04,64,9E,FF,56,00
1A,73,04,64,9D,FF,56,00
22,73,04,64,9D,FF,55,00
2A,73,04,64,9C,FF,55,00
32,73,04,64,9D,FF,53,00
3A,73,04,64,9C,FF,53,00
42,73,04,64,9B,FF,53,00
4A,73,04,64,9A,FF,53,00
52,73,04,64,9A,FF,52,00
5A,73,04,64,99,FF,52,00
62,73,04,64,98,FF,52,00
6A,73,04,64,97,FF,52,00
72,73,04,64,96,FF,52,00
7A,73,04,64,95,FF,52,00
02,73,04,64,A4,FF,52,00
0A,73,04,64,A3,FF,52,00
22,73,04,64,A2,FF,50,00
2A,73,04,64,A1,FF,50,00
32,73,04,64,A0,FF,50,00
3A,73,04,64,9F,FF,50,00
42,73,04,64,9E,FF,50,00
4A,73,04,64,9D,FF,50,00
52,73,04,64,9C,FF,50,00
5A,73,04,64,9B,FF,50,00
72,73,04,64,98,FF,50,00
7A,73,04,64,97,FF,50,00
02,73,04,64,A6,FF,50,00
0A,73,04,64,A5,FF,50,00
22,73,04,64,A0,FF,52,00
2A,73,04,64,9F,FF,52,00
62,73,04,64,95,FF,55,00
6A,73,04,64,94,FF,55,00
12,73,04,64,9F,FF,55,00
1A,73,04,64,9E,FF,55,00
22,73,04,64,9E,FF,54,00
2A,73,04,64,9D,FF,54,00
32,73,04,64,9A,FF,56,00
3A,73,04,64,99,FF,56,00
42,73,04,64,98,FF,56,00
4A,73,04,64,97,FF,56,00
52,73,04,64,96,FF,56,00
5A,73,04,64,95,FF,56,00
62,73,04,64,91,FF,59,00
6A,73,04,64,90,FF,59,00
72,73,04,64,91,FF,57,00
7A,73,04,64,90,FF,57,00
02,73,04,64,9D,FF,59,00
0A,73,04,64,9C,FF,59,00
12,73,04,64,9C,FF,58,00
1A,73,04,64,9B,FF,58,00
22,73,04,64,99,FF,59,00
2A,73,04,64,98,FF,59,00
32,73,04,64,96,FF,5A,00
3A,73,04,64,95,FF,5A,00
42,73,04,64,95,FF,59,00
4A,73,04,64,94,FF,59,00
52,73,04,64,92,FF,5A,00
5A,73,04,64,91,FF,5A,00
62,73,04,64,90,FF,5A,00
6A,73,04,64,8F,FF,5A,00
72,73,04,64,8D,FF,5B,00
7A,73,04,64,8C,FF,5B,00
02,73,04,64,9B,FF,5B,00
0A,73,04,64,9A,FF,5B,00
12,72,04,64,98,FF,5C,00
1A,72,04,64,97,FF,5C,00
22,72,04,64,96,FF,5C,00
2A,72,04,64,95,FF,5C,00
32,72,04,64,92,FF,5E,00
3A,72,04,64,91,FF,5E,00
42,72,04,64,91,FF,5D,00
4A,72,04,64,90,FF,5D,00
52,72,04,64,90,FF,5C,00
5A,72,04,64,8F,FF,5C,00
62,72,04,64,8E,FF,5C,00
6A,72,04,64,8D,FF,5C,00
72,72,04,64,8D,FF,5B,00
7A,72,04,64,8C,FF,5B,00
02,72,04,64,9D,FF,59,00
0A,72,04,64,9C,FF,59,00
12,72,04,64,9B,FF,59,00
1A,72,04,64,9A,FF,59,00
22,72,04,64,9B,FF,57,00
2A,72,04,64,9A,FF,57,00
32,72,04,64,99,FF,57,00
3A,72,04,64,98,FF,57,00
42,72,04,64,97,FF,57,00
4A,72,04,64,96,FF,57,00
52,72,04,64,95,FF,57,00
5A,72,04,64,94,FF,57,00
62,72,04,64,94,FF,56,00
6A,72,04,64,93,FF,56,00
72,72,04,64,92,FF,56,00
7A,72,04,64,91,FF,56,00
02,72,04,64,A1,FF,55,00
0A,72,04,64,A0,FF,55,00
12,72,04,64,9E,FF,56,00
1A,72,04,64,9D,FF,56,00
42,72,04,64,95,FF,59,00
4A,72,04,64,94,FF,59,00
52,72,04,64,92,FF,5A,00
5A,72,04,64,91,FF,5A,00
62,72,04,64,8F,FF,5B,00
6A,72,04,64,8E,FF,5B,00
72,72,04,64,8A,FF,5E,00
7A,72,04,64,89,FF,5E,00
02,72,04,64,96,FF,60,00
0A,72,04,64,95,FF,60,00
12,72,04,64,93,FF,61,00
1A,72,04,64,92,FF,61,00
22,72,04,64,8F,FF,63,00
2A,72,04,64,8E,FF,63,00
32,72,04,64,8D,FF,63,00
3A,72,04,64,8C,FF,63,00
42,72,04,64,8A,FF,64,00
4A,72,04,64,89,FF,64,00
52,72,04,64,88,FF,64,00
5A,72,04,64,87,FF,64,00
62,72,04,64,87,FF,63,00
6A,72,04,64,86,FF,63,00
72,72,04,64,85,FF,63,00
7A,72,04,64,84,FF,63,00
02,72,04,64,93,FF,63,00
0A,72,04,64,92,FF,63,00
12,72,04,64,92,FF,62,00
1A,72,04,64,91,FF,62,00
22,72,04,64,90,FF,62,00
2A,72,04,64,8F,FF,62,00
32,72,04,64,90,FF,60,00
3A,72,04,64,8F,FF,60,00
42,72,04,64,8D,FF,61,00
4A,72,04,64,8C,FF,61,00
52,72,04,64,8D,FF,5F,00
5A,72,04,64,8C,FF,5F,00
62,72,04,64,8C,FF,5E,00
6A,72,04,64,8B,FF,5E,00
72,72,04,64,8B,FF,5D,00
7A,72,04,64,8A,FF,5D,00
02,72,04,64,99,FF,5D,00
0A,72,04,64,98,FF,5D,00
12,72,04,64,99,FF,5B,00
1A,72,04,64,98,FF,5B,00
22,72,04,64,97,FF,5B,00
2A,72,04,64,96,FF,5B,00
32,72,04,64,95,FF,5B,00
3A,72,04,64,94,FF,5B,00
42,72,04,64,94,FF,5A,00
4A,72,04,64,93,FF,5A,00
32,72,04,64,93,FF,5D,00
3A,72,04,64,92,FF,5D,00
42,72,04,64,92,FF,5C,00
4A,72,04,64,91,FF,5C,00
62,72,04,64,8D,FF,5D,00
6A,72,04,64,8C,FF,5D,00
72,72,04,64,8C,FF,5C,00
7A,72,04,64,8B,FF,5C,00
02,72,04,64,98,FF,5E,00
0A,72,04,64,97,FF,5E,00
12,72,04,64,95,FF,5F,00
1A,72,04,64,94,FF,5F,00
22,72,04,64,94,FF,5E,00
2A,72,04,64,93,FF,5E,00
42,72,04,64,8E,FF,60,00
4A,72,04,64,8D,FF,60,00
52,72,04,64,8B,FF,61,00
5A,72,04,64,8A,FF,61,00
62,72,04,64,88,FF,62,00
6A,72,04,64,87,FF,62,00
72,72,04,64,87,FF,61,00
7A,72,04,64,86,FF,61,00
02,72,04,64,94,FF,62,00
0A,72,04,64,93,FF,62,00
12,72,04,64,91,FF,63,00
1A,72,04,64,90,FF,63,00
22,72,04,64,8E,FF,64,00
2A,72,04,64,8D,FF,64,00
32,72,04,64,8B,FF,65,00
3A,72,04,64,8A,FF,65,00
42,72,04,64,88,FF,66,00
4A,72,04,64,87,FF,66,00
52,72,04,64,85,FF,67,00
5A,72,04,64,84,FF,67,00
62,72,04,64,83,FF,67,00
6A,72,04,64,82,FF,67,00
72,72,04,64,82,FF,66,00
7A,72,04,64,81,FF,66,00
02,72,04,64,90,FF,66,00
0A,72,04,64,8F,FF,66,00
12,72,04,64,8E,FF,66,00
1A,72,04,64,8D,FF,66,00
22,72,04,64,8D,FF,65,00
2A,72,04,64,8C,FF,65,00
42,72,04,64,8B,FF,63,00
4A,72,04,64,8A,FF,63,00
62,72,04,64,8A,FF,60,00
6A,72,04,64,89,FF,60,00
02,72,04,64,97,FF,5F,00
0A,72,04,64,96,FF,5F,00
12,72,04,64,96,FF,5E,00
1A,72,04,64,95,FF,5E,00
42,72,04,64,90,FF,5E,00
4A,72,04,64,8F,FF,5E,00
52,72,04,64,8E,FF,5E,00
5A,72,04,64,8D,FF,5E,00
72,72,04,64,88,FF,60,00
7A,72,04,64,87,FF,60,00
42,72,04,64,86,FF,68,00
4A,72,04,64,85,FF,68,00
52,72,04,64,84,FF,68,00
5A,72,04,64,83,FF,68,00
62,72,04,64,82,FF,68,00
6A,72,04,64,81,FF,68,00
72,72,04,64,7F,FF,69,00
7A,72,04,64,7E,FF,69,00
02,72,04,64,8E,FF,68,00
0A,72,04,64,8D,FF,68,00
12,72,04,64,8D,FF,67,00
1A,72,04,64,8C,FF,67,00
22,72,04,64,8A,FF,68,00
2A,72,04,64,89,FF,68,00
32,72,04,64,8A,FF,66,00
3A,72,04,64,89,FF,66,00
42,72,04,64,87,FF,67,00
4A,72,04,64,86,FF,67,00
62,72,04,64,84,FF,66,00
6A,72,04,64,83,FF,66,00
72,72,04,64,81,FF,67,00
7A,72,04,64,80,FF,67,00
22,72,04,64,8B,FF,67,00
2A,72,04,64,8A,FF,67,00
32,72,04,64,89,FF,67,00
3A,72,04,64,88,FF,67,00
62,72,04,64,81,FF,69,00
6A,72,04,64,80,FF,69,00
02,72,04,64,8B,FF,6B,00
0A,72,04,64,8A,FF,6B,00
12,72,04,64,8A,FF,6A,00
1A,72,04,64,89,FF,6A,00
22,72,04,64,85,FF,6D,00
2A,72,04,64,84,FF,6D,00
32,72,04,64,84,FF,6C,00
3A,72,04,64,83,FF,6C,00
42,72,04,64,82,FF,6C,00
4A,72,04,64,81,FF,6C,00
52,72,04,64,80,FF,6C,00
5A,72,04,64,7F,FF,6C,00
62,72,04,64,7F,FF,6B,00
6A,72,04,64,7E,FF,6B,00
02,72,04,64,8D,FF,69,00
0A,72,04,64,8C,FF,69,00
22,72,04,64,8C,FF,66,00
2A,72,04,64,8B,FF,66,00
52,72,04,64,86,FF,66,00
5A,72,04,64,85,FF,66,00
